"","0050","0056","006205","00646"
"1",0.00404380791912384,0.00902184235517578,0.0219496449322143,0.00818833162743093
"2",0.00872629635844935,0.0117647058823529,0.00031585596967787,0.00507614213197982
"3",0.0111462319081683,0.0120930232558141,0.0123144932112409,0.0126262626262625
"4",0,0.00965073529411753,0.00530255770430421,-0.00897755610972573
"5",-0.00773280684435673,0.000910332271278902,0.0121005274588892,-0.0115752390538501
"6",0.00514010943458798,-0.000454752160072625,0.0150214592274678,0.00356415478615069
"7",0.00725833058396574,0.00636942675159236,0.00724856538810026,0.00456621004566204
"8",0.00540452014412041,-0.00135623869801094,-0.0098950524737631,0.0106060606060607
"9",0.000325785958625202,-0.00679040289723853,0,-0.00149925037481269
"10",0.00227975899690613,0.0045578851412944,-0.00454270139309532,0.000500500500500323
"11",-0.00893582453289998,-0.00408348457350272,-0.0222087009431091,0
"12",-0.00459016393442624,-0.0004555808656036,-0.00497822028624773,0.006503251625813
"13",0.000494071146245112,-0.00592525068368288,-0.000312695434646737,-0.00248508946322068
"14",-0.0186008230452676,-0.0137551581843189,-0.029715358148264,-0.00847035376183369
"15",-0.00536732640053672,-0.00418410041841,-0.034816247582205,-0.00603015075376867
"16",-0.0163575042158516,-0.0126050420168069,0,-0.00505561172901925
"17",-0.017658151894394,-0.0113475177304964,-0.0511022044088176,-0.00914634146341464
"18",0.000523560209424012,0.00191296030607369,0.00739176346356918,-0.00923076923076926
"19",-0.0150008721437292,-0.0147971360381861,-0.00524109014675056,-0.020703933747412
"20",0.00177085177970615,0.00436046511627897,-0.0175623463294696,0.0052854122621564
"21",0.0111366448647694,0,0.00858062209510191,0.0141955835962144
"22",-0.0164335664335665,-0.011577424023155,-0.0411201701524282,-0.0269569725246241
"23",0.00764308567365801,0.00292825768667648,0.0162661737523104,0.0122535961640917
"24",-0.00141118363026982,-0.0072992700729928,-0.0138232084394325,-0.0131578947368421
"25",0.00635930047694755,0.0132352941176472,0.0232386573220213,0.00426666666666664
"26",-0.0168509741969458,-0.00483792936623129,-0.0025234318673395,-0.0148698884758363
"27",-0.000357079093019075,-0.00631988332523092,-0.00180701120346949,0.0048517520215634
